2020/07/08, 13.72
2020/07/14, 13.80
2020/07/19, 13.89
2020/07/24, 13.93
2020/08/03, 14.00
2020/08/12, 14.15
2020/08/22, 14.31
2020/08/26, 14.39
2020/09/01, 14.48
2020/09/12, 14.64
2020/09/27, 14.81
2020/10/07, 14.71
2020/10/10, 14.41
2020/10/14, 14.20
2020/10/19, 14.10
2020/10/25, 14.13
2020/10/30, 14.02
2020/11/04, 14.00
2020/11/09, 13.86
2020/11/14, 13.84
2020/11/16, 13.75
2020/11/19, 13.73
2020/11/23, 13.53
2020/11/27, 13.31
2020/12/02, 13.19
2020/12/04, 13.01
2020/12/07, 12.77
2020/12/11, 12.66
2020/12/17, 12.63
2020/12/17, 12.84
2020/12/22, 12.96
2020/12/22, 12.72
2020/12/27, 12.70
2020/12/28, 12.48
2020/12/30, 12.30
2021/01/03, 12.43
2021/01/03, 12.14
2021/01/08, 12.22
2021/01/10, 12.02
2021/01/11, 11.86
2021/01/15, 12.10
2021/01/18, 11.90
2021/01/22, 12.07
2021/01/22, 11.80
2021/01/25, 11.87
2021/01/28, 11.68
2021/01/29, 11.94
2021/02/02, 11.65
2021/02/05, 11.85
2021/02/07, 11.58
2021/02/11, 11.35
2021/02/12, 11.08
2021/02/13, 11.52
2021/02/16, 11.28
2021/02/18, 11.51
2021/02/21, 11.40
2021/02/23, 11.69
2021/02/25, 11.96
2021/02/28, 11.62
2021/03/03, 11.88
2021/03/06, 11.66
2021/03/09, 11.43
2021/03/11, 11.77
2021/03/14, 11.53
2021/03/16, 11.76
2021/03/19, 11.50
2021/03/22, 11.35
2021/03/22, 11.78
2021/03/27, 11.61
2021/03/28, 11.87
2021/04/02, 11.95
2021/04/04, 11.64
2021/04/11, 11.77
2021/04/12, 11.49
2021/04/13, 11.36
2021/04/16, 11.15
2021/04/17, 11.75
2021/04/17, 11.54
2021/04/22, 11.83
2021/04/24, 11.65
2021/04/28, 11.93
2021/04/29, 11.71
2021/05/03, 11.99
2021/05/05, 11.76
2021/05/07, 11.78
2021/05/08, 12.04
2021/05/12, 12.02
2021/05/14, 12.23
2021/05/19, 12.31
2021/05/24, 12.38
2021/05/30, 12.49
2021/06/04, 12.69
2021/06/10, 12.83
2021/06/14, 12.90
2021/06/20, 13.09
2021/06/26, 13.27
2021/07/02, 13.39
2021/07/08, 13.53
2021/07/15, 13.67
2021/07/19, 13.71
2021/07/28, 13.88
2021/08/03, 13.94
2021/08/11, 14.03
2021/08/21, 14.13
2021/08/31, 14.24
2021/09/07, 14.29
2021/09/19, 14.48
2021/09/27, 14.58
2021/10/07, 14.55
2021/10/12, 14.37
2021/10/12, 14.89
2021/10/12, 15.13
2021/10/17, 14.35
2021/10/20, 14.34
2021/10/24, 14.00
2021/10/28, 13.99
2021/10/31, 13.99
2021/11/02, 13.80
