2025/12/14 20:10:00, -1.395
2025/12/18 06:37:27, -1.400
2025/12/19 23:50:25, -1.400
2025/12/21 13:18:48, -1.401
2025/12/22 17:27:26, -1.410
2025/12/23 12:13:25, -1.417
2025/12/25 01:43:16, -1.423
2025/12/26 04:44:10, -1.431
2025/12/27 23:50:56, -1.436
2025/12/29 16:17:35, -1.431
2025/12/31 00:07:49, -1.428
2025/12/31 15:04:59, -1.421
2026/01/01 00:25:34, -1.416
2026/01/01 19:05:36, -1.402
2026/01/02 21:17:18, -1.395
2026/01/04 20:09:54, -1.403
2026/01/06 04:03:26, -1.412
2026/01/06 04:04:48, -1.417
2026/01/09 06:46:15, -1.365
2026/01/24 18:17:13, -1.486
2026/01/28 22:02:51, -1.486
2026/02/01 21:51:20, -1.481
2026/02/02 15:52:23, -1.488
2026/02/07 10:11:44, -1.497
2026/02/09 00:47:24, -1.497
2026/02/11 20:22:18, -1.467
2026/02/11 22:40:55, -1.460
2026/02/12 20:37:00, -1.477
2026/02/18 10:15:21, -1.477
2026/01/08 20:05:54, -1.360
2026/01/23 02:03:54, -1.481
2026/01/21 02:33:22, -1.462
2026/01/18 17:39:01, -1.460
2026/01/14 18:38:03, -1.421
2026/01/12 00:15:03, -1.421
2026/01/10 07:48:13, -1.390
2026/02/15 19:00:00, -1.471
2026/02/17 18:24:56, -1.471
2026/02/10 06:18:31, -1.486
2026/02/08 06:57:55, -1.501
