129094.7, 472695.1
129215.1, 472654.0
129375.3, 472843.5
129662.5, 472812.8
129857.1, 472872.4
128910.7, 471959.3
129040.4, 471922.1
129094.7, 471916.7
129227.0, 471888.8
129311.8, 471883.4
129411.0, 471900.6
128509.7, 470183.8
128644.7, 470181.1
128740.0, 470170.5
128916.0, 470163.7
129073.5, 470077.4
129208.5, 470131.7
129880.9, 470098.2
127894.2, 469952.1
128013.4, 469713.4
128217.2, 469593.9
128439.5, 469461.2
128581.2, 469397.4
128782.3, 469307.1
128943.8, 469273.9
128295.3, 468726.6
128377.3, 468657.6
128513.7, 468580.6
128700.3, 468557.9
129077.5, 468271.3
128057.0, 467029.3
128262.2, 467070.3
128401.2, 467046.3
128724.1, 467062.1
