# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   DR,   RH,  RHX, RHXH, EV24
# 
  240,20100101,    0,   -1,   -1,    1,    3
  240,20100102,   20,    7,    5,   16,    2
  240,20100103,    0,    0,    0,    1,    3
  240,20100104,    8,    3,    1,   14,    2
  240,20100105,    8,    4,    3,    1,    2
  240,20100106,   29,   28,   13,   16,    4
  240,20100107,    0,   -1,   -1,    1,    3
  240,20100108,    0,   -1,   -1,    5,    2
  240,20100109,   44,    6,    1,   17,    2
  240,20100110,   57,   17,    5,   15,    1
  240,20100111,    0,   -1,   -1,    1,    1
  240,20100112,   14,    3,    2,    4,    2
  240,20100113,    6,    1,    1,   19,    2
  240,20100114,    0,   -1,   -1,    1,    4
  240,20100115,    0,    0,    0,    1,    1
  240,20100116,   42,   29,    8,   20,    1
  240,20100117,   11,    3,    2,    9,    3
  240,20100118,   20,    5,    3,   21,    1
  240,20100119,    2,    1,    1,   12,    2
  240,20100120,    0,   -1,   -1,    1,    4
  240,20100121,    0,   -1,   -1,    1,    2
  240,20100122,    0,    0,    0,    1,    4
  240,20100123,  116,   45,    7,   23,    1
  240,20100124,   46,   11,    4,    1,    1
  240,20100125,    0,    0,    0,    1,    1
  240,20100126,    0,    0,    0,    1,    5
  240,20100127,   49,   23,    8,   20,    2
  240,20100128,    9,    7,    3,    9,    5
  240,20100129,  119,   90,   15,    5,    2
  240,20100130,   45,   42,   12,    1,    7
  240,20100131,    1,    1,    1,    2,    5
  240,20100201,   19,   28,    8,   11,    5
  240,20100202,  141,   85,   11,   21,    1
  240,20100203,   10,    6,    4,    5,    5
  240,20100204,   30,   26,   12,    4,    2
  240,20100205,   22,    8,    6,   15,    2
  240,20100206,    0,   -1,   -1,    1,    3
  240,20100207,    0,    0,    0,    1,    1
  240,20100208,    0,    0,    0,    1,    3
  240,20100209,    0,    0,    0,    1,    5
  240,20100210,   29,   16,   10,    4,    4
  240,20100211,    0,   -1,   -1,    1,    5
  240,20100212,    0,    0,    0,    1,    8
  240,20100213,    0,   -1,   -1,    1,    3
  240,20100214,   44,    9,    3,   10,    2
  240,20100215,    8,    3,    1,    8,    5
  240,20100216,   10,    3,    2,    7,    4
  240,20100217,    3,    1,    1,   21,    6
  240,20100218,   25,   17,    5,    1,    3
  240,20100219,   20,   12,    4,    7,    2
  240,20100220,    0,    0,    0,    1,    7
  240,20100221,   61,   80,   30,   17,    3
  240,20100222,  131,   89,   14,   14,    2
  240,20100223,   25,    8,    4,   22,    9
  240,20100224,   16,   12,    9,   24,    5
  240,20100225,   73,   50,    8,    1,    3
  240,20100226,   28,   18,   10,    6,    4
  240,20100227,   43,   20,    6,   17,    4
  240,20100228,  175,   79,   10,   14,    1
  240,20100301,   42,   17,    5,    3,    9
  240,20100302,    0,    0,    0,    1,   12
  240,20100303,    0,    0,    0,    1,   11
  240,20100304,    0,    0,    0,    1,   13
  240,20100305,   69,   55,   15,   17,    7
  240,20100306,    0,    0,    0,    1,   14
  240,20100307,    0,    0,    0,    1,   14
  240,20100308,    5,    1,    1,    6,    5
  240,20100309,    0,    0,    0,    1,   15
  240,20100310,    0,    0,    0,    1,   12
  240,20100311,    0,   -1,   -1,    1,    7
  240,20100312,    0,   -1,   -1,    1,    7
  240,20100313,    1,    1,    1,    7,    8
  240,20100314,    0,   -1,   -1,    1,    9
  240,20100315,   93,   92,   16,   18,    7
  240,20100316,    2,    1,    1,    1,   15
  240,20100317,    0,    0,    0,    1,   16
  240,20100318,    0,    0,    0,    1,   16
  240,20100319,   60,   33,   15,   23,    3
  240,20100320,   64,  111,   61,   16,    5
  240,20100321,   19,    3,    2,    5,   18
  240,20100322,    8,    3,    3,   24,   14
  240,20100323,    4,    3,    3,    1,   22
  240,20100324,    0,    0,    0,    1,   18
  240,20100325,    6,    1,    1,   19,   19
  240,20100326,   11,   12,   10,   22,    9
  240,20100327,    4,    3,    3,    1,   15
  240,20100328,    0,    0,    0,    1,   12
  240,20100329,   21,    8,    6,   24,   12
  240,20100330,   22,   16,    6,   14,    7
  240,20100331,   55,   42,   14,   21,   11
  240,20100401,   34,   26,    7,   20,   16
  240,20100402,   20,   10,    6,   20,   21
  240,20100403,   52,   77,   23,   23,    9
  240,20100404,   50,   73,   19,    9,    7
  240,20100405,    0,   -1,   -1,    1,   14
  240,20100406,    0,    0,    0,    1,   28
  240,20100407,   50,   14,    4,   21,   25
  240,20100408,   51,   11,    3,    3,   22
  240,20100409,    0,    0,    0,    1,   28
  240,20100410,    0,    0,    0,    1,   25
  240,20100411,    0,    0,    0,    1,   12
  240,20100412,    0,    0,    0,    1,   30
  240,20100413,    0,    0,    0,    1,   29
  240,20100414,    0,    0,    0,    1,   29
  240,20100415,    0,    0,    0,    1,   30
  240,20100416,    0,    0,    0,    1,   23
  240,20100417,    0,    0,    0,    1,   31
  240,20100418,    0,    0,    0,    1,   33
  240,20100419,    0,    0,    0,    1,   26
  240,20100420,    4,    2,    2,    1,   29
  240,20100421,    4,    8,    8,   12,   23
  240,20100422,    7,    2,    1,    2,   26
  240,20100423,    0,    0,    0,    1,   33
  240,20100424,    0,    0,    0,    1,   34
  240,20100425,    0,    0,    0,    1,   26
  240,20100426,    0,    0,    0,    1,   33
  240,20100427,    0,    0,    0,    1,   36
  240,20100428,    0,    0,    0,    1,   33
  240,20100429,   17,   18,   12,   22,   33
  240,20100430,   15,   20,   18,    1,   22
  240,20100501,   22,   14,    8,    8,   21
  240,20100502,  123,   84,   26,   15,    5
  240,20100503,  114,   37,    6,   15,    5
  240,20100504,    0,    0,    0,    1,   24
  240,20100505,    0,    0,    0,    1,   25
  240,20100506,    0,    0,    0,    1,   32
  240,20100507,   28,   14,    5,   13,   11
  240,20100508,   45,   25,    8,   18,    7
  240,20100509,    0,    0,    0,    1,    8
  240,20100510,    4,    1,    1,    5,   15
  240,20100511,   49,   29,   10,   24,   26
  240,20100512,   78,   62,   12,    6,    5
  240,20100513,    0,    0,    0,    1,    8
  240,20100514,    0,    0,    0,    1,   30
  240,20100515,    0,    0,    0,    1,   28
  240,20100516,    5,    1,    1,   23,   26
  240,20100517,    0,    0,    0,    1,   38
  240,20100518,    0,    0,    0,    1,   37
  240,20100519,    0,    0,    0,    1,   42
  240,20100520,    0,    0,    0,    1,   44
  240,20100521,    0,    0,    0,    1,   31
  240,20100522,    0,    0,    0,    1,   45
  240,20100523,    0,    0,    0,    1,   46
  240,20100524,    0,    0,    0,    1,   41
  240,20100525,    0,    0,    0,    1,   38
  240,20100526,    0,    0,    0,    1,   21
  240,20100527,   25,    5,    1,   11,   18
  240,20100528,    0,    0,    0,    1,   38
  240,20100529,   46,   83,   44,   19,   28
  240,20100530,   82,  152,   50,   10,   13
  240,20100531,    0,   -1,   -1,    1,   19
  240,20100601,    0,    0,    0,    1,   27
  240,20100602,    0,    0,    0,    1,   48
  240,20100603,    0,    0,    0,    1,   50
  240,20100604,    0,    0,    0,    1,   51
  240,20100605,    0,    0,    0,    1,   50
  240,20100606,   17,   34,   18,   17,   18
  240,20100607,    0,    0,    0,    1,   17
  240,20100608,   12,  141,  131,   15,   23
  240,20100609,   58,   43,   22,    8,   15
  240,20100610,   31,   14,    4,   14,   11
  240,20100611,    0,   -1,   -1,    1,    8
  240,20100612,    0,    0,    0,    1,   44
  240,20100613,    0,    0,    0,    1,   29
  240,20100614,    0,    0,    0,    1,   47
  240,20100615,    0,    0,    0,    1,   39
  240,20100616,    0,    0,    0,    1,   47
  240,20100617,    0,    0,    0,    1,   51
  240,20100618,    0,   -1,   -1,    1,   15
  240,20100619,   35,   42,    9,    8,   30
  240,20100620,    4,    3,    3,    1,   15
  240,20100621,    4,    2,    2,    2,   43
  240,20100622,    0,    0,    0,    1,   45
  240,20100623,    0,    0,    0,    1,   50
  240,20100624,    0,    0,    0,    1,   49
  240,20100625,    0,    0,    0,    1,   48
  240,20100626,    0,    0,    0,    1,   39
  240,20100627,    0,    0,    0,    1,   53
  240,20100628,    0,    0,    0,    1,   53
  240,20100629,    4,    2,    2,   12,   38
  240,20100630,    0,    0,    0,    1,   36
  240,20100701,    0,    0,    0,    1,   43
  240,20100702,    0,    0,    0,    1,   54
  240,20100703,   28,   23,   10,    3,   25
  240,20100704,    0,    0,    0,    1,   52
  240,20100705,    0,    0,    0,    1,   40
  240,20100706,    0,    0,    0,    1,   45
  240,20100707,    0,    0,    0,    1,   44
  240,20100708,    0,    0,    0,    1,   46
  240,20100709,    0,    0,    0,    1,   51
  240,20100710,   33,  185,   78,   21,   50
  240,20100711,    0,    0,    0,    1,   47
  240,20100712,   23,  117,   64,   16,   22
  240,20100713,    0,    0,    0,    1,   31
  240,20100714,   27,  175,  122,   18,   40
  240,20100715,    2,    2,    2,   15,   26
  240,20100716,    0,    0,    0,    1,   23
  240,20100717,    6,    5,    5,    9,   35
  240,20100718,    0,    0,    0,    1,   47
  240,20100719,    0,    0,    0,    1,   49
  240,20100720,    0,    0,    0,    1,   41
  240,20100721,    0,   -1,   -1,    1,   29
  240,20100722,    0,    0,    0,    1,   27
  240,20100723,    0,   -1,   -1,    1,   37
  240,20100724,    0,    0,    0,    1,   44
  240,20100725,    7,    1,    1,   11,   23
  240,20100726,   42,   54,   24,    4,   27
  240,20100727,   23,   32,   20,   20,   22
  240,20100728,   29,   50,   16,    2,   40
  240,20100729,   15,   37,   27,    2,   30
  240,20100730,    1,    4,    4,    2,   47
  240,20100731,   16,    9,    5,    4,    8
  240,20100801,    0,    0,    0,    1,   26
  240,20100802,    6,    2,    2,    7,   26
  240,20100803,    0,    0,    0,    1,   38
  240,20100804,   35,  138,   52,   12,   14
  240,20100805,    5,   10,    8,    8,   29
  240,20100806,    0,    0,    0,    1,   31
  240,20100807,   67,  102,   25,   15,    7
  240,20100808,    4,    4,    4,    4,   26
  240,20100809,    0,    0,    0,    1,   34
  240,20100810,   47,   61,   30,   16,   14
  240,20100811,   31,   38,   20,    2,   41
  240,20100812,    8,   33,   33,   16,   21
  240,20100813,    7,    2,    1,   11,   28
  240,20100814,    0,    0,    0,    1,   37
  240,20100815,   35,  116,   62,   23,   21
  240,20100816,   29,   37,   19,    3,   23
  240,20100817,   14,    5,    2,    9,    6
  240,20100818,    5,   25,   24,    6,   23
  240,20100819,    1,    2,    2,    3,   32
  240,20100820,    0,    0,    0,    1,   39
  240,20100821,    0,    0,    0,    1,   23
  240,20100822,    8,    3,    2,   24,   15
  240,20100823,   63,  373,  204,    7,   17
  240,20100824,    4,    9,    5,   19,   29
  240,20100825,   55,   52,   15,   24,   27
  240,20100826,  133,  568,  248,    6,    7
  240,20100827,   79,  125,   38,    6,   13
  240,20100828,   13,   16,    7,    4,   25
  240,20100829,   76,  213,   40,   15,   14
  240,20100830,   11,   38,   29,    1,   23
  240,20100831,    0,    0,    0,    1,   22
  240,20100901,    0,    0,    0,    1,   16
  240,20100902,   13,   35,   21,   17,   15
  240,20100903,    0,    0,    0,    1,   21
  240,20100904,    0,    0,    0,    1,   23
  240,20100905,    0,    0,    0,    1,   28
  240,20100906,    0,    0,    0,    1,   31
  240,20100907,   66,  135,   49,    6,    6
  240,20100908,   58,   26,    6,   10,    9
  240,20100909,   27,   34,   26,    3,   24
  240,20100910,   30,   19,    8,   19,   10
  240,20100911,    0,    0,    0,    1,   27
  240,20100912,   17,   27,   15,    9,   14
  240,20100913,   24,   10,    7,   24,   22
  240,20100914,  134,  170,   21,    9,    4
  240,20100915,   47,  102,   28,   21,   20
  240,20100916,   29,   48,   22,   20,   15
  240,20100917,   35,   82,   19,    4,   13
  240,20100918,   13,   15,   11,    7,   20
  240,20100919,    4,    5,    5,    1,    8
  240,20100920,    5,    3,    3,   10,    9
  240,20100921,    0,    0,    0,    1,   16
  240,20100922,    0,    0,    0,    1,   23
  240,20100923,   23,   27,   23,   18,   11
  240,20100924,   19,    9,    4,   19,   17
  240,20100925,   27,   27,    6,   21,   16
  240,20100926,    5,    2,    1,    1,   14
  240,20100927,   93,   40,   13,   16,    2
  240,20100928,   17,    5,    2,    3,    4
  240,20100929,    0,    0,    0,    1,   18
  240,20100930,   55,   37,    9,    7,    5
  240,20101001,   42,   16,    5,   23,   17
  240,20101002,   51,   90,   45,   18,   13
  240,20101003,    0,    0,    0,    1,   20
  240,20101004,    0,    0,    0,    1,   11
  240,20101005,    0,    0,    0,    1,   13
  240,20101006,   24,    5,    2,    8,    5
  240,20101007,    0,    0,    0,    1,   13
  240,20101008,    0,    0,    0,    1,    7
  240,20101009,    0,    0,    0,    1,   18
  240,20101010,    0,    0,    0,    1,   18
  240,20101011,    0,    0,    0,    1,   18
  240,20101012,    0,    0,    0,    1,   12
  240,20101013,    0,    0,    0,    1,    5
  240,20101014,    0,   -1,   -1,   16,    5
  240,20101015,   97,   75,   15,   18,    4
  240,20101016,    0,   -1,   -1,    9,    8
  240,20101017,    0,    0,    0,    1,   13
  240,20101018,   28,   28,   10,   17,    8
  240,20101019,   92,  102,   16,    3,    8
  240,20101020,   64,   97,   22,    3,    8
  240,20101021,    7,    4,    2,    6,   12
  240,20101022,    0,   -1,   -1,   13,    7
  240,20101023,   53,   49,   19,   18,    2
  240,20101024,   20,   17,    5,    4,   10
  240,20101025,    2,    2,    1,    4,   10
  240,20101026,   14,    4,    3,   24,    4
  240,20101027,   55,   33,   14,    2,    2
  240,20101028,    0,   -1,   -1,   16,    4
  240,20101029,    0,    0,    0,    1,    6
  240,20101030,    2,    1,    1,    5,    6
  240,20101031,   10,    2,    2,    8,    3
  240,20101101,    0,    0,    0,    1,    3
  240,20101102,    6,    3,    1,    8,    2
  240,20101103,   48,   29,    8,   21,    7
  240,20101104,    6,    1,    1,   20,    3
  240,20101105,   72,  116,   49,   18,    3
  240,20101106,   62,   63,   14,   10,    4
  240,20101107,   21,    6,    3,    4,    4
  240,20101108,    6,    1,    1,   24,    3
  240,20101109,   55,   33,    7,    1,    2
  240,20101110,   15,   16,    6,   16,    5
  240,20101111,   67,   93,   32,   18,    1
  240,20101112,   47,   46,   14,   20,    6
  240,20101113,    4,    1,    1,   22,    2
  240,20101114,  106,  132,   31,    2,    2
  240,20101115,    0,    0,    0,    1,    4
  240,20101116,    0,    0,    0,    1,    7
  240,20101117,    0,    0,    0,    1,    2
  240,20101118,    0,   -1,   -1,    4,    2
  240,20101119,   10,    3,    1,   14,    3
  240,20101120,    0,    0,    0,    1,    4
  240,20101121,    0,    0,    0,    1,    6
  240,20101122,    0,   -1,   -1,   22,    4
  240,20101123,   20,   28,   16,   24,    4
  240,20101124,   25,   20,    6,   24,    3
  240,20101125,   10,    6,    3,    1,    3
  240,20101126,    0,    0,    0,    1,    4
  240,20101127,    9,    9,    9,   10,    1
  240,20101128,    0,    0,    0,    1,    5
  240,20101129,   62,   17,    6,   16,    0
  240,20101130,    8,    2,    1,    9,    2
  240,20101201,    0,   -1,   -1,   22,    3
  240,20101202,   82,   33,    8,    4,    1
  240,20101203,   21,    6,    2,   19,    2
  240,20101204,   71,   32,   11,   11,    1
  240,20101205,   51,   43,    9,    2,    3
  240,20101206,    0,   -1,   -1,    2,    2
  240,20101207,    0,    0,    0,    1,    2
  240,20101208,    0,   -1,   -1,   19,    1
  240,20101209,   22,   42,   12,    8,    3
  240,20101210,    0,   -1,   -1,   11,    1
  240,20101211,    0,   -1,   -1,    5,    1
  240,20101212,    3,    2,    1,    4,    3
  240,20101213,   30,   15,    7,   16,    1
  240,20101214,    0,    0,    0,    1,    1
  240,20101215,   22,   12,    5,    8,    3
  240,20101216,   93,   77,   16,   11,    0
  240,20101217,   72,   73,   19,   11,    1
  240,20101218,   15,    9,    7,   24,    2
  240,20101219,   29,   24,   15,    2,    2
  240,20101220,    0,   -1,   -1,    5,    3
  240,20101221,    6,    3,    3,    7,    1
  240,20101222,    0,    0,    0,    1,    1
  240,20101223,    0,    0,    0,    1,    1
  240,20101224,    0,    0,    0,    1,    2
  240,20101225,    6,    1,    1,   19,    2
  240,20101226,    0,   -1,   -1,    9,    3
  240,20101227,    0,    0,    0,    1,    2
  240,20101228,   21,   18,    9,   15,    1
  240,20101229,    0,   -1,   -1,    1,    2
  240,20101230,    0,   -1,   -1,   22,    2
  240,20101231,   21,    5,    2,    4,    2
  240,20110101,   12,    8,    4,   10,    3
  240,20110102,    1,    2,    2,    7,    4
  240,20110103,    6,    6,    4,   21,    2
  240,20110104,    0,   -1,   -1,    6,    3
  240,20110105,   27,    8,    4,   20,    2
  240,20110106,  141,  158,   35,   19,    1
  240,20110107,   16,   10,    4,   16,    1
  240,20110108,   43,   48,   26,    2,    1
  240,20110109,    0,    0,    0,    1,    4
  240,20110110,    0,    0,    0,    1,    4
  240,20110111,   34,   13,    5,    9,    1
  240,20110112,  126,  110,   14,   17,    1
  240,20110113,   99,   87,   17,    7,    1
  240,20110114,   79,   83,   23,   18,    1
  240,20110115,    6,    2,    2,   13,    1
  240,20110116,    0,    0,    0,    1,    4
  240,20110117,   17,   11,    9,   15,    1
  240,20110118,   55,   41,   15,    8,    2
  240,20110119,   16,   22,   11,   15,    3
  240,20110120,    0,    0,    0,    1,    6
  240,20110121,    0,   -1,   -1,   11,    2
  240,20110122,   10,    3,    2,    9,    2
  240,20110123,   12,    6,    2,    9,    1
  240,20110124,    4,    2,    2,    3,    3
  240,20110125,   43,   33,   19,    5,    5
  240,20110126,    0,   -1,   -1,    5,    3
  240,20110127,    0,    0,    0,    1,    5
  240,20110128,    0,    0,    0,    1,    6
  240,20110129,    0,    0,    0,    1,    7
  240,20110130,    0,    0,    0,    1,    3
  240,20110131,    0,   -1,   -1,   21,    2
  240,20110201,   21,    9,    5,   17,    2
  240,20110202,   17,   30,   19,   24,    2
  240,20110203,   10,   10,   10,    1,    7
  240,20110204,    0,   -1,   -1,    1,    2
  240,20110205,    0,    0,    0,    1,    3
  240,20110206,    0,    0,    0,    1,    5
  240,20110207,    0,    0,    0,    1,    5
  240,20110208,    0,    0,    0,    1,    8
  240,20110209,    0,    0,    0,    1,    7
  240,20110210,   87,   48,   10,   16,    3
  240,20110211,   20,    6,    2,    3,    2
  240,20110212,   84,   93,   27,    5,    1
  240,20110213,    0,    0,    0,    1,    5
  240,20110214,   24,   10,    5,   10,    3
  240,20110215,    4,    1,    1,   20,    7
  240,20110216,   11,    5,    3,    3,   10
  240,20110217,    0,    0,    0,    1,    9
  240,20110218,    0,    0,    0,    1,    1
  240,20110219,    0,    0,    0,    1,    5
  240,20110220,    0,    0,    0,    1,    6
  240,20110221,    0,    0,    0,    1,   10
  240,20110222,    0,    0,    0,    1,    9
  240,20110223,   87,   28,    7,   24,    3
  240,20110224,   24,    8,    4,    2,    3
  240,20110225,    0,   -1,   -1,   13,    3
  240,20110226,   87,   33,    7,   11,    2
  240,20110227,  171,  137,   18,   16,    2
  240,20110228,   21,    6,    4,    3,    2
  240,20110301,    0,    0,    0,    1,    3
  240,20110302,    0,    0,    0,    1,   13
  240,20110303,    0,    0,    0,    1,   12
  240,20110304,    0,    0,    0,    1,   11
  240,20110305,    0,    0,    0,    1,    5
  240,20110306,    0,    0,    0,    1,   15
  240,20110307,    0,    0,    0,    1,   15
  240,20110308,    0,    0,    0,    1,   16
  240,20110309,   10,    2,    1,    8,   10
  240,20110310,    3,    3,    2,   18,    7
  240,20110311,    0,   -1,   -1,    2,   17
  240,20110312,    0,   -1,   -1,   23,   13
  240,20110313,    4,    2,    2,   22,    7
  240,20110314,    0,   -1,   -1,    1,    9
  240,20110315,    0,    0,    0,    1,   16
  240,20110316,    0,    0,    0,    1,   14
  240,20110317,    0,    0,    0,    1,    5
  240,20110318,   68,   33,    9,   16,    7
  240,20110319,    0,    0,    0,    1,   20
  240,20110320,    0,    0,    0,    1,   18
  240,20110321,    0,    0,    0,    1,   17
  240,20110322,    0,    0,    0,    1,   21
  240,20110323,    0,    0,    0,    1,   20
  240,20110324,    0,    0,    0,    1,   23
  240,20110325,    0,    0,    0,    1,   19
  240,20110326,   11,    2,    1,    9,   10
  240,20110327,    0,    0,    0,    1,   23
  240,20110328,    0,    0,    0,    1,   17
  240,20110329,    0,    0,    0,    1,   23
  240,20110330,    8,   16,   15,   14,    9
  240,20110331,   38,   18,    7,    9,    6
  240,20110401,    0,    0,    0,    1,   13
  240,20110402,   16,   12,    9,   24,   27
  240,20110403,    9,   15,   14,    1,   15
  240,20110404,    0,   -1,   -1,   22,   23
  240,20110405,   13,    4,    2,   10,    6
  240,20110406,    0,    0,    0,    1,   20
  240,20110407,    0,    0,    0,    1,   21
  240,20110408,    0,    0,    0,    1,   28
  240,20110409,    0,    0,    0,    1,   29
  240,20110410,    0,    0,    0,    1,   29
  240,20110411,   28,   21,    8,   22,   29
  240,20110412,    3,    2,    2,    6,   21
  240,20110413,    0,    0,    0,    1,   27
  240,20110414,    0,    0,    0,    1,   10
  240,20110415,    0,    0,    0,    1,   26
  240,20110416,    0,    0,    0,    1,   18
  240,20110417,    0,    0,    0,    1,   22
  240,20110418,    0,    0,    0,    1,   34
  240,20110419,    0,    0,    0,    1,   37
  240,20110420,    0,    0,    0,    1,   38
  240,20110421,    0,    0,    0,    1,   35
  240,20110422,    0,    0,    0,    1,   34
  240,20110423,    0,    0,    0,    1,   39
  240,20110424,    0,    0,    0,    1,   37
  240,20110425,    0,    0,    0,    1,   40
  240,20110426,    0,    0,    0,    1,   37
  240,20110427,    7,   19,   15,   24,   30
  240,20110428,   16,   12,    5,   21,   26
  240,20110429,    0,    0,    0,    1,   35
  240,20110430,    0,    0,    0,    1,   38
  240,20110501,    0,    0,    0,    1,   41
  240,20110502,    0,    0,    0,    1,   39
  240,20110503,    0,    0,    0,    1,   38
  240,20110504,    0,   -1,   -1,   12,   24
  240,20110505,    0,    0,    0,    1,   35
  240,20110506,    0,    0,    0,    1,   37
  240,20110507,    0,    0,    0,    1,   41
  240,20110508,    6,    3,    2,   23,   35
  240,20110509,    9,    7,    6,   10,   21
  240,20110510,    9,   10,    6,    8,   33
  240,20110511,    0,    0,    0,    1,   41
  240,20110512,    0,    0,    0,    1,   36
  240,20110513,    0,    0,    0,    1,   38
  240,20110514,    0,    0,    0,    1,   33
  240,20110515,    4,   23,   12,    3,   28
  240,20110516,   53,   22,    7,    6,   13
  240,20110517,   27,   20,   13,    5,   16
  240,20110518,    0,    0,    0,    1,    8
  240,20110519,   17,    7,    3,    7,   27
  240,20110520,    0,    0,    0,    1,   36
  240,20110521,    0,    0,    0,    1,   43
  240,20110522,   13,   17,    8,    6,   26
  240,20110523,    0,    0,    0,    1,   45
  240,20110524,    0,   -1,   -1,    1,   44
  240,20110525,    0,    0,    0,    1,   46
  240,20110526,    8,    3,    1,   19,   16
  240,20110527,    6,    3,    2,    3,   21
  240,20110528,    4,    1,    1,   16,   16
  240,20110529,    0,    0,    0,    1,   21
  240,20110530,   17,   10,    7,   21,   42
  240,20110531,   31,   18,    9,    6,   25
  240,20110601,    0,    0,    0,    1,   48
  240,20110602,    0,    0,    0,    1,   49
  240,20110603,    0,    0,    0,    1,   51
  240,20110604,    0,    0,    0,    1,   49
  240,20110605,   18,   13,    8,    8,   17
  240,20110606,   22,   27,   17,   10,   13
  240,20110607,   32,   23,   13,   24,   26
  240,20110608,   30,   12,    5,    3,   34
  240,20110609,    0,    0,    0,    1,   40
  240,20110610,   46,  114,   68,   19,   26
  240,20110611,   10,    5,    3,   12,   27
  240,20110612,    4,    1,    1,   23,   38
  240,20110613,   25,   17,    8,    5,   13
  240,20110614,    0,    0,    0,    1,   48
  240,20110615,   17,   21,   14,   10,   26
  240,20110616,   68,  243,   95,    7,   14
  240,20110617,   19,   35,   32,   17,   25
  240,20110618,   33,   89,   43,   21,   30
  240,20110619,   39,   27,    9,    9,   18
  240,20110620,   15,    6,    4,   23,   26
  240,20110621,   23,    8,    4,    1,   30
  240,20110622,   16,   29,   22,   15,   15
  240,20110623,   27,   87,   45,    8,   34
  240,20110624,    7,   15,   11,    8,   35
  240,20110625,   74,   37,   12,    5,    7
  240,20110626,    2,    1,    1,    1,   37
  240,20110627,    0,    0,    0,    1,   56
  240,20110628,   34,  119,   58,   19,   31
  240,20110629,    5,    4,    3,    1,   29
  240,20110630,    1,    1,    1,   24,   45
  240,20110701,    3,   11,    5,   11,   40
  240,20110702,    0,    0,    0,    1,   29
  240,20110703,    0,    0,    0,    1,   48
  240,20110704,    0,    0,    0,    1,   46
  240,20110705,    0,    0,    0,    1,   49
  240,20110706,   14,   12,    6,   12,   33
  240,20110707,    0,   -1,   -1,   16,   35
  240,20110708,    4,    2,    2,   21,   29
  240,20110709,    7,    6,    4,    5,   32
  240,20110710,    0,   -1,   -1,   11,   39
  240,20110711,    0,    0,    0,    1,   44
  240,20110712,   50,  106,   40,   20,   29
  240,20110713,  109,  113,   26,   21,    9
  240,20110714,  187,  520,   59,   16,    6
  240,20110715,   13,   57,   35,    1,   47
  240,20110716,  114,  178,   30,   17,   13
  240,20110717,   29,   68,   27,   13,   28
  240,20110718,   94,  159,   43,   13,    9
  240,20110719,    0,   -1,   -1,   18,   33
  240,20110720,    0,   -1,   -1,   24,   33
  240,20110721,   13,   27,   23,   15,   15
  240,20110722,    2,    1,    1,   19,   29
  240,20110723,   85,  121,   34,   22,   22
  240,20110724,  152,  161,   25,    5,    8
  240,20110725,    3,    3,    3,   14,   22
  240,20110726,   19,   10,    4,    3,   16
  240,20110727,    0,    0,    0,    1,   29
  240,20110728,    4,    4,    4,   16,   31
  240,20110729,    4,    4,    1,   11,   16
  240,20110730,    0,    0,    0,    1,   13
  240,20110731,    0,    0,    0,    1,   21
  240,20110801,    0,    0,    0,    1,   44
  240,20110802,    2,    1,    1,   21,   38
  240,20110803,   46,   26,   11,    7,   10
  240,20110804,   43,   27,   10,   17,   28
  240,20110805,    0,    0,    0,    1,   39
  240,20110806,   26,  101,   49,   15,   18
  240,20110807,    4,   14,   14,    8,   36
  240,20110808,   67,  126,   30,    4,   25
  240,20110809,    5,   14,    9,    4,   28
  240,20110810,   31,   25,    9,   22,   20
  240,20110811,   17,   14,    9,   16,   14
  240,20110812,    8,   15,    9,    8,   16
  240,20110813,   41,   83,   26,   17,   10
  240,20110814,   23,   30,   17,    4,   29
  240,20110815,    0,    0,    0,    1,   39
  240,20110816,    5,    1,    1,    4,   28
  240,20110817,    6,    3,    3,   24,   29
  240,20110818,   32,   78,   35,   13,   10
  240,20110819,    8,   11,    7,    1,   30
  240,20110820,    0,   -1,   -1,   17,   27
  240,20110821,    0,    0,    0,    1,   25
  240,20110822,   31,   12,    6,   20,   28
  240,20110823,   43,  242,  170,   18,   14
  240,20110824,   29,   56,   45,   11,    6
  240,20110825,    0,   -1,   -1,   14,   29
  240,20110826,   17,   71,   55,    8,   11
