# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   DR,   RH,  RHX, RHXH, EV24
# 
  240,20180403,   53,  122,   51,   22,   17
  240,20180404,   13,   11,    8,   15,   11
  240,20180405,   18,   16,   11,    2,   15
  240,20180406,    0,    0,    0,    1,   28
  240,20180407,    0,    0,    0,    1,   28
  240,20180408,    0,   -1,   -1,    1,   26
  240,20180409,    6,    1,    1,    8,   12
  240,20180410,    2,    2,    2,   23,   22
  240,20180411,    2,   14,   14,   17,   21
  240,20180412,   13,    5,    4,   14,    9
  240,20180413,    0,    0,    0,    1,   14
  240,20180414,   10,    1,    1,   24,   16
  240,20180415,   52,   33,    9,    1,   15
  240,20180416,    0,   -1,   -1,    1,   32
  240,20180417,    0,    0,    0,    1,   32
  240,20180418,    0,    0,    0,    1,   38
  240,20180419,    0,    0,    0,    1,   40
  240,20180420,    0,    0,    0,    1,   38
  240,20180421,    0,    0,    0,    1,   37
  240,20180422,    0,    0,    0,    1,   35
  240,20180423,    0,    0,    0,    1,   30
  240,20180424,   14,    4,    2,    7,   18
  240,20180425,   12,    6,    4,    3,   23
  240,20180426,    0,   -1,   -1,    1,   27
  240,20180427,    4,    1,    1,   23,   18
  240,20180428,    7,    3,    1,    9,   11
  240,20180429,   83,  151,   73,   21,    7
  240,20180430,  119,  213,   76,    2,    5
  240,20180501,   78,   64,   15,    7,   24
  240,20180502,   20,    5,    4,   20,   33
  240,20180503,    0,    0,    0,    1,   38
  240,20180504,    0,    0,    0,    1,   40
  240,20180505,    0,    0,    0,    1,   43
  240,20180506,    0,    0,    0,    1,   47
  240,20180507,    0,    0,    0,    1,   48
  240,20180508,    0,    0,    0,    1,   48
  240,20180509,    0,    0,    0,    1,   42
  240,20180510,   20,   15,    9,    6,   26
  240,20180511,    0,    0,    0,    1,   39
  240,20180512,    0,    0,    0,    1,   38
  240,20180513,   39,   14,    6,   14,   12
  240,20180514,    0,    0,    0,    1,   43
  240,20180515,    0,    0,    0,    1,   48
  240,20180516,    0,   -1,   -1,    1,   38
  240,20180517,    0,    0,    0,    1,   39
  240,20180518,    0,    0,    0,    1,   24
  240,20180519,    0,    0,    0,    1,   11
  240,20180520,    0,    0,    0,    1,   45
  240,20180521,    0,   -1,   -1,    1,   42
  240,20180522,   19,    3,    2,   11,   13
  240,20180523,   16,   12,    6,    8,   29
  240,20180524,    0,   -1,   -1,    1,   24
  240,20180525,    6,   99,   99,    1,   39
  240,20180526,    0,    0,    0,    1,   51
  240,20180527,    0,   -1,   -1,    1,   33
  240,20180528,    0,    0,    0,    1,   51
  240,20180529,   32,   75,   36,   20,   43
  240,20180530,    0,   -1,   -1,    1,   33
  240,20180531,   20,   44,   26,   13,   26
  240,20180601,   38,   31,   13,   19,   25
  240,20180602,    0,   -1,   -1,    1,   11
  240,20180603,    0,    0,    0,    1,   42
  240,20180604,    0,    0,    0,    1,   31
  240,20180605,    0,    0,    0,    1,   37
  240,20180606,    0,    0,    0,    1,   53
  240,20180607,    0,    0,    0,    1,   50
  240,20180608,    1,    1,    1,   14,   13
  240,20180609,    0,    0,    0,    1,   37
  240,20180610,    0,    0,    0,    1,   42
  240,20180611,    0,    0,    0,    1,   47
  240,20180612,    0,   -1,   -1,    1,   17
  240,20180613,    0,   -1,   -1,    1,   31
  240,20180614,   14,   14,   13,   15,   19
  240,20180615,    0,    0,    0,    1,   43
  240,20180616,    0,   -1,   -1,    1,   32
  240,20180617,    0,    0,    0,    1,   28
  240,20180618,   23,   17,    7,    9,   19
  240,20180619,    0,    0,    0,    1,   27
  240,20180620,    0,    0,    0,    1,   32
  240,20180621,    0,   -1,   -1,    1,   33
  240,20180622,    0,   -1,   -1,    1,   21
  240,20180623,    0,    0,    0,    1,   30
  240,20180624,    0,    0,    0,    1,   28
  240,20180625,    0,    0,    0,    1,   40
  240,20180626,    0,    0,    0,    1,   50
  240,20180627,    0,    0,    0,    1,   44
  240,20180628,    0,    0,    0,    1,   55
  240,20180629,    0,    0,    0,    1,   54
  240,20180630,    0,    0,    0,    1,   57
  240,20180701,    0,    0,    0,    1,   58
  240,20180702,    0,    0,    0,    1,   57
  240,20180703,    0,    0,    0,    1,   55
  240,20180704,    0,    0,    0,    1,   49
  240,20180705,    0,    0,    0,    1,   51
  240,20180706,    0,    0,    0,    1,   40
  240,20180707,    0,    0,    0,    1,   44
  240,20180708,    0,    0,    0,    1,   53
  240,20180709,    0,   -1,   -1,    1,   24
  240,20180710,   12,    5,    3,    9,   18
  240,20180711,    0,    0,    0,    1,   35
  240,20180712,    0,    0,    0,    1,   48
  240,20180713,    0,    0,    0,    1,   39
  240,20180714,    0,    0,    0,    1,   49
  240,20180715,    0,    0,    0,    1,   52
  240,20180716,    0,    0,    0,    1,   47
  240,20180717,    0,    0,    0,    1,   50
  240,20180718,    0,    0,    0,    1,   42
  240,20180719,    0,    0,    0,    1,   45
  240,20180720,    0,    0,    0,    1,   47
  240,20180721,    0,   -1,   -1,    1,   48
  240,20180722,    0,    0,    0,    1,   43
  240,20180723,    0,    0,    0,    1,   52
  240,20180724,    0,    0,    0,    1,   48
  240,20180725,    0,    0,    0,    1,   34
  240,20180726,    0,   -1,   -1,    1,   43
  240,20180727,    0,    0,    0,    1,   52
  240,20180728,   17,   17,    7,    4,   35
  240,20180729,    0,   -1,   -1,    1,   29
  240,20180730,    0,    0,    0,    1,   32
  240,20180731,    6,   20,   19,    8,   41
  240,20180801,    0,    0,    0,    1,   41
  240,20180802,    0,    0,    0,    1,   48
  240,20180803,    0,    0,    0,    1,   48
  240,20180804,    0,    0,    0,    1,   38
  240,20180805,    0,    0,    0,    1,   45
  240,20180806,    0,    0,    0,    1,   48
  240,20180807,   10,   20,   20,   24,   44
  240,20180808,   10,   35,   21,    2,   22
  240,20180809,   40,   75,   24,   14,   12
  240,20180810,   62,  164,   52,   21,   29
  240,20180811,    2,    4,    4,    5,   35
  240,20180812,    0,   -1,   -1,    1,   28
  240,20180813,   15,   13,    7,   13,   16
  240,20180814,    8,    7,    5,    2,   31
  240,20180815,    0,   -1,   -1,    1,   18
  240,20180816,    9,    4,    4,   23,   14
  240,20180817,    0,   -1,   -1,    1,   37
  240,20180818,    0,    0,    0,    1,   17
  240,20180819,    0,   -1,   -1,    1,   13
  240,20180820,    0,    0,    0,    1,   29
  240,20180821,    0,    0,    0,    1,   26
  240,20180822,    0,    0,    0,    1,   35
  240,20180823,   15,    9,    6,   18,   11
  240,20180824,   49,  190,   64,   21,   26
  240,20180825,   75,  192,   63,    1,   22
  240,20180826,   30,   11,    5,   21,   25
  240,20180827,   18,   38,   29,    4,   16
  240,20180828,    0,   -1,   -1,    1,   17
  240,20180829,   48,   56,   23,   17,   10
  240,20180830,    0,    0,    0,    1,   30
  240,20180831,    0,    0,    0,    1,   17
  240,20180901,    0,    0,    0,    1,   31
  240,20180902,    0,    0,    0,    1,   31
  240,20180903,    0,    0,    0,    1,   20
  240,20180904,    0,    0,    0,    1,   18
  240,20180905,   91,  493,   98,   14,    6
  240,20180906,   53,  108,   62,   11,    8
  240,20180907,   29,  109,   76,    4,   27
  240,20180908,    0,   -1,   -1,    1,   16
  240,20180909,    0,   -1,   -1,    1,   25
  240,20180910,    0,    0,    0,    1,   14
  240,20180911,    0,   -1,   -1,    1,   14
  240,20180912,   22,   13,    7,    6,    9
  240,20180913,    0,    0,    0,    1,   26
  240,20180914,    0,   -1,   -1,    1,   21
  240,20180915,    0,   -1,   -1,    1,   24
  240,20180916,    0,    0,    0,    1,   21
  240,20180917,    0,    0,    0,    1,   25
  240,20180918,    0,    0,    0,    1,   29
  240,20180919,    0,    0,    0,    1,   24
  240,20180920,    0,    0,    0,    1,   16
  240,20180921,   28,   59,   18,   18,   17
  240,20180922,   50,   77,   26,   20,    9
  240,20180923,   91,  142,   32,   11,    3
  240,20180924,   11,   20,   14,   24,   21
  240,20180925,    0,   -1,   -1,    1,   17
  240,20180926,    0,    0,    0,    1,   23
  240,20180927,    0,    0,    0,    1,   24
  240,20180928,    0,    0,    0,    1,   14
  240,20180929,    0,    0,    0,    1,   20
  240,20180930,    3,    3,    3,   24,   18
  240,20181001,   30,   34,    6,    8,   14
  240,20181002,   51,   38,   10,    5,   11
  240,20181003,    0,   -1,   -1,    1,   16
  240,20181004,    0,   -1,   -1,    1,    9
  240,20181005,    0,    0,    0,    1,   20
  240,20181006,   24,    8,    3,   20,   18
  240,20181007,    0,   -1,   -1,    1,   15
  240,20181008,    0,    0,    0,    1,   15
  240,20181009,    0,    0,    0,    1,   18
  240,20181010,    0,    0,    0,    1,   19
  240,20181011,    6,    2,    2,   24,   15
  240,20181012,    0,   -1,   -1,    1,   18
  240,20181013,    0,    0,    0,    1,   18
  240,20181014,    0,    0,    0,    1,   17
  240,20181015,    0,   -1,   -1,    1,   15
  240,20181016,    0,    0,    0,    1,   15
  240,20181017,    0,    0,    0,    1,   14
  240,20181018,    0,   -1,   -1,    1,   11
  240,20181019,    0,    0,    0,    1,   13
  240,20181020,    0,    0,    0,    1,    9
  240,20181021,    0,    0,    0,    1,    9
  240,20181022,    0,   -1,   -1,    1,   12
  240,20181023,    0,   -1,   -1,    1,    5
  240,20181024,   10,    3,    2,   16,    9
  240,20181025,   10,    6,    3,   16,    3
  240,20181026,   58,   43,    8,   21,    4
  240,20181027,   34,   55,   17,    6,    8
  240,20181028,    0,    0,    0,    1,   11
  240,20181029,    0,    0,    0,    1,    3
  240,20181030,  128,  215,   48,    4,    2
  240,20181031,    0,   -1,   -1,    1,    9
  240,20181101,   35,   26,   12,   16,    4
  240,20181102,   36,   39,   15,   16,   10
  240,20181103,    0,    0,    0,    1,    8
  240,20181104,    0,    0,    0,    1,    8
  240,20181105,    0,    0,    0,    1,    5
  240,20181106,    0,    0,    0,    1,    9
  240,20181107,   10,    5,    5,   14,    5
  240,20181108,    0,    0,    0,    1,    9
  240,20181109,    0,    0,    0,    1,    6
  240,20181110,   64,   31,   10,   15,    2
  240,20181111,   17,   48,   41,   18,    4
  240,20181112,   39,   11,    4,    8,    4
  240,20181113,    0,    0,    0,    1,    8
  240,20181114,    0,    0,    0,    1,    7
  240,20181115,    0,    0,    0,    1,    7
  240,20181116,    0,    0,    0,    1,    2
  240,20181117,    0,    0,    0,    1,    7
  240,20181118,    0,    0,    0,    1,    6
  240,20181119,    3,    2,    2,   16,    3
  240,20181120,    0,   -1,   -1,    1,    1
  240,20181121,    0,   -1,   -1,    1,    3
  240,20181122,    0,    0,    0,    1,    2
  240,20181123,    0,    0,    0,    1,    3
  240,20181124,    0,    0,    0,    1,    1
  240,20181125,    0,   -1,   -1,    1,    2
  240,20181126,    0,   -1,   -1,    1,    1
  240,20181127,    0,    0,    0,    1,    2
  240,20181128,   64,   29,    9,   14,    1
  240,20181129,  105,   36,    7,    1,    2
  240,20181130,    0,    0,    0,    1,    5
  240,20181201,   69,   19,    5,   18,    3
  240,20181202,   54,   20,    6,    6,    2
  240,20181203,   15,   20,   18,   19,    3
  240,20181204,    6,    2,    1,    1,    5
  240,20181205,   32,   15,    7,   14,    1
  240,20181206,   40,   17,    7,    4,    1
  240,20181207,   95,   97,   26,   15,    1
  240,20181208,   64,   61,   16,   18,    2
  240,20181209,   59,   67,   15,    8,    3
  240,20181210,   21,   27,    8,   10,    3
  240,20181211,   12,    9,    3,    6,    2
  240,20181212,    0,   -1,   -1,    1,    4
  240,20181213,    0,    0,    0,    1,    4
  240,20181214,    0,    0,    0,    1,    4
  240,20181215,   10,    6,    6,   24,    1
  240,20181216,   33,   20,   11,    1,    1
  240,20181217,   55,   35,   12,    7,    1
  240,20181218,    0,    0,    0,    1,    2
  240,20181219,   22,    6,    3,    5,    2
  240,20181220,   20,    8,    2,    1,    1
  240,20181221,   90,  138,   34,    5,    1
  240,20181222,   36,   94,   76,    3,    2
  240,20181223,  127,   73,   16,   17,    1
  240,20181224,    0,   -1,   -1,    1,    4
  240,20181225,    0,    0,    0,    1,    3
  240,20181226,    0,    0,    0,    1,    1
  240,20181227,    0,    0,    0,    1,    3
  240,20181228,    0,    0,    0,    1,    1
  240,20181229,    3,    1,    1,   18,    1
  240,20181230,    6,    1,    1,   21,    2
  240,20181231,    0,   -1,   -1,    1,    3
  240,20190101,   23,    5,    2,    8,    3
  240,20190102,    0,   -1,   -1,    1,    2
  240,20190103,    0,   -1,   -1,    1,    4
  240,20190104,    0,   -1,   -1,    1,    1
  240,20190105,    6,    1,    1,    1,    1
  240,20190106,    0,   -1,   -1,    1,    1
  240,20190107,    9,    7,    6,   20,    1
  240,20190108,   20,   16,    5,    6,    2
  240,20190109,    4,    4,    2,    8,    4
  240,20190110,   56,   13,    4,   20,    2
  240,20190111,   30,   12,    2,    1,    2
  240,20190112,   35,   20,    8,   11,    1
  240,20190113,   49,   43,   14,    6,    1
  240,20190114,   27,   35,    9,    1,    4
  240,20190115,    0,    0,    0,    1,    3
  240,20190116,   71,   46,    9,   21,    1
  240,20190117,   21,   21,    4,    6,    3
  240,20190118,    0,    0,    0,    1,    4
  240,20190119,    0,    0,    0,    1,    5
  240,20190120,    0,    0,    0,    1,    5
  240,20190121,    0,    0,    0,    1,    5
  240,20190122,   54,   12,    3,   12,    1
  240,20190123,    0,    0,    0,    1,    2
  240,20190124,    0,   -1,   -1,    1,    3
  240,20190125,   44,   27,   13,   18,    2
  240,20190126,   41,   27,   10,   20,    2
  240,20190127,  122,  106,   22,    9,    2
  240,20190128,   53,   23,    5,    5,    4
  240,20190129,    0,   -1,   -1,    1,    6
  240,20190130,   44,   35,   14,   19,    3
  240,20190131,   13,    8,    7,    2,    2
  240,20190201,   32,    9,    3,    5,    2
  240,20190202,   43,    9,    3,   10,    2
  240,20190203,    0,    0,    0,    1,    7
  240,20190204,   76,   26,    9,   13,    1
  240,20190205,    0,    0,    0,    1,    2
  240,20190206,  122,   79,   17,   17,    1
  240,20190207,   64,   49,    8,    1,    8
  240,20190208,   75,   19,    3,    8,    2
  240,20190209,    2,    1,    1,    1,    8
  240,20190210,  171,  160,   23,    7,    2
  240,20190211,    2,    3,    3,    1,    9
  240,20190212,    0,    0,    0,    1,    9
  240,20190213,    0,    0,    0,    1,    6
  240,20190214,    0,    0,    0,    1,   10
  240,20190215,    0,    0,    0,    1,   12
  240,20190216,    0,    0,    0,    1,   11
  240,20190217,    0,    0,    0,    1,   12
  240,20190218,   15,   10,    7,   22,   11
  240,20190219,    0,   -1,   -1,    1,    8
  240,20190220,    0,    0,    0,    1,   11
  240,20190221,   17,   15,    9,   11,    4
  240,20190222,    0,    0,    0,    1,    5
  240,20190223,    0,    0,    0,    1,   14
  240,20190224,    0,    0,    0,    1,   14
  240,20190225,    0,    0,    0,    1,   15
  240,20190226,    0,    0,    0,    1,   16
  240,20190227,    0,    0,    0,    1,   16
  240,20190228,   18,   14,    7,   21,    9
  240,20190301,    0,   -1,   -1,    1,    5
  240,20190302,    5,    1,    1,   17,   10
  240,20190303,  109,   81,   16,    8,    2
  240,20190304,   14,   11,    5,    5,   12
  240,20190305,    3,    4,    4,    4,   12
  240,20190306,   79,   23,    6,   14,    4
  240,20190307,   86,  146,   47,    6,   11
  240,20190308,   33,   25,   13,   23,   14
  240,20190309,   30,   12,    5,    1,    9
  240,20190310,  113,  129,   26,   10,    3
  240,20190311,   10,   14,    6,    6,   12
  240,20190312,   45,   37,   13,   19,    4
  240,20190313,   29,   22,   13,   11,    5
  240,20190314,   69,   76,   20,   10,    7
  240,20190315,   36,   24,    7,    6,    8
  240,20190316,   72,   57,   21,    7,    6
  240,20190317,   44,   48,   12,    3,   15
  240,20190318,    4,    3,    2,    4,   15
  240,20190319,    0,    0,    0,    1,   15
  240,20190320,   10,    3,    3,   11,   11
  240,20190321,    0,    0,    0,    1,    4
  240,20190322,    0,    0,    0,    1,   17
  240,20190323,    0,    0,    0,    1,   10
  240,20190324,    0,    0,    0,    1,   18
  240,20190325,   11,   15,    8,    7,   14
  240,20190326,    0,    0,    0,    1,   13
  240,20190327,    0,    0,    0,    1,   19
  240,20190328,    4,    3,    3,    8,    5
  240,20190329,    0,    0,    0,    1,   25
  240,20190330,    0,    0,    0,    1,   24
  240,20190331,    0,    0,    0,    1,   24
  240,20190401,    0,    0,    0,    1,   27
  240,20190402,   14,   57,   41,   17,   14
  240,20190403,   25,   72,   32,   12,   13
  240,20190404,    0,    0,    0,    1,   13
  240,20190405,    0,    0,    0,    1,   25
  240,20190406,    0,    0,    0,    1,   12
  240,20190407,    0,   -1,   -1,    1,   30
  240,20190408,    0,    0,    0,    1,   31
  240,20190409,    0,    0,    0,    1,   29
  240,20190410,    0,    0,    0,    1,   29
  240,20190411,    0,    0,    0,    1,   25
  240,20190412,    0,    0,    0,    1,   22
  240,20190413,    0,   -1,   -1,    1,   22
  240,20190414,    0,    0,    0,    1,   26
  240,20190415,    0,    0,    0,    1,   30
  240,20190416,    0,    0,    0,    1,   31
  240,20190417,    0,    0,    0,    1,   16
  240,20190418,    0,    0,    0,    1,   36
  240,20190419,    0,    0,    0,    1,   38
  240,20190420,    0,    0,    0,    1,   40
  240,20190421,    0,    0,    0,    1,   39
  240,20190422,    0,    0,    0,    1,   39
  240,20190423,    0,    0,    0,    1,   38
  240,20190424,   41,  113,   47,   21,   34
  240,20190425,   20,   35,   29,   15,   18
  240,20190426,    0,    0,    0,    1,   27
  240,20190427,   33,   28,    7,    6,   20
  240,20190428,   13,   22,   13,    1,   18
  240,20190429,    0,    0,    0,    1,   31
  240,20190430,    0,    0,    0,    1,    8
  240,20190501,    0,    0,    0,    1,   12
  240,20190502,    6,    1,    1,   12,   15
  240,20190503,   49,   25,    7,   20,   17
  240,20190504,   13,   13,    4,   16,   25
  240,20190505,    5,    6,    5,   14,   22
  240,20190506,    0,   -1,   -1,    1,   16
  240,20190507,    8,   11,   10,   12,   19
  240,20190508,   18,   15,    9,   13,   14
  240,20190509,   27,  136,  106,   23,   36
  240,20190510,    0,   -1,   -1,    1,   27
  240,20190511,    0,    0,    0,    1,   37
  240,20190512,    2,    1,    1,    7,   30
  240,20190513,    0,    0,    0,    1,   37
  240,20190514,    0,    0,    0,    1,   41
  240,20190515,    0,    0,    0,    1,   43
  240,20190516,    0,    0,    0,    1,   33
  240,20190517,    0,   -1,   -1,    1,   15
  240,20190518,    0,   -1,   -1,    1,   39
  240,20190519,    0,    0,    0,    1,   28
  240,20190520,    0,    0,    0,    1,   13
  240,20190521,    0,    0,    0,    1,    7
  240,20190522,    0,    0,    0,    1,   39
  240,20190523,    0,    0,    0,    1,   46
  240,20190524,    0,    0,    0,    1,   47
  240,20190525,    0,    0,    0,    1,   28
  240,20190526,   39,   66,   30,   21,   30
  240,20190527,    0,   -1,   -1,    1,   41
  240,20190528,   20,   23,   15,    6,   21
  240,20190529,    0,   -1,   -1,    1,   44
  240,20190530,   38,   15,    5,    2,   27
  240,20190531,    0,    0,    0,    1,   41
  240,20190601,    0,    0,    0,    1,   49
  240,20190602,    1,    1,    1,   20,   50
  240,20190603,    0,    0,    0,    1,   30
  240,20190604,   12,  148,  124,   21,   35
  240,20190605,   70,  260,  161,   23,   11
  240,20190606,   34,   79,   41,    1,   36
  240,20190607,   16,   31,   13,   17,   27
  240,20190608,   43,   42,   23,   11,   21
  240,20190609,    0,   -1,   -1,    1,   41
  240,20190610,    8,   75,   75,   22,   35
  240,20190611,    6,    4,    4,    8,   38
  240,20190612,   46,  139,   56,   12,    8
  240,20190613,   15,   24,   12,   14,   21
  240,20190614,    7,   10,    9,    9,   35
  240,20190615,   51,  266,  101,    4,   22
  240,20190616,    2,    1,    1,   11,   37
  240,20190617,    0,    0,    0,    1,   45
  240,20190618,    0,    0,    0,    1,   48
  240,20190619,   22,   57,   46,    8,   25
  240,20190620,    5,    1,    1,    4,   33
  240,20190621,    0,    0,    0,    1,   46
  240,20190622,    0,    0,    0,    1,   50
  240,20190623,    0,    0,    0,    1,   52
  240,20190624,    0,    0,    0,    1,   52
  240,20190625,    0,    0,    0,    1,   49
  240,20190626,    0,    0,    0,    1,   38
  240,20190627,    0,    0,    0,    1,   47
  240,20190628,    0,    0,    0,    1,   47
  240,20190629,    0,    0,    0,    1,   58
  240,20190630,    0,    0,    0,    1,   43
  240,20190701,    0,    0,    0,    1,   45
  240,20190702,    0,    0,    0,    1,   50
  240,20190703,    0,    0,    0,    1,   35
  240,20190704,    0,    0,    0,    1,   48
  240,20190705,    0,    0,    0,    1,   50
  240,20190706,   29,    6,    2,   14,   25
  240,20190707,    0,    0,    0,    1,   30
  240,20190708,    7,   10,    4,    6,   25
  240,20190709,    0,    0,    0,    1,   44
  240,20190710,   64,   44,    9,   13,   11
  240,20190711,    4,    4,    4,    2,   29
  240,20190712,   43,   82,   36,   12,   14
  240,20190713,   10,   13,   11,    4,   21
  240,20190714,   11,   11,    4,    8,   23
  240,20190715,    0,   -1,   -1,    1,   17
  240,20190716,    0,    0,    0,    1,   26
  240,20190717,    0,    0,    0,    1,   40
  240,20190718,   19,   34,   18,   19,   26
  240,20190719,    5,    4,    3,   23,   30
  240,20190720,   37,   56,   21,   15,   22
  240,20190721,    0,    0,    0,    1,   47
  240,20190722,    0,    0,    0,    1,   48
  240,20190723,    0,    0,    0,    1,   53
  240,20190724,    0,    0,    0,    1,   50
  240,20190725,    0,    0,    0,    1,   51
  240,20190726,    7,   23,   18,    2,   50
  240,20190727,    0,    0,    0,    1,   42
  240,20190728,    0,   -1,   -1,    1,   20
  240,20190729,    0,    0,    0,    1,   45
  240,20190730,    0,    0,    0,    1,   48
  240,20190731,   42,  145,   44,   11,   20
  240,20190801,   18,   16,    6,    7,   26
  240,20190802,   20,   90,   46,   14,   20
  240,20190803,    0,    0,    0,    1,   23
  240,20190804,    0,    0,    0,    1,   35
  240,20190805,    0,   -1,   -1,    1,   35
  240,20190806,    0,   -1,   -1,    1,   35
  240,20190807,    9,   10,    6,    3,   41
  240,20190808,    0,   -1,   -1,    1,   40
  240,20190809,   29,   44,   24,   19,   14
  240,20190810,    5,    8,    3,    5,   29
  240,20190811,    0,   -1,   -1,    1,   24
  240,20190812,   39,   77,   28,    7,   19
  240,20190813,   32,   85,   26,    2,   26
  240,20190814,   71,   99,   25,   21,   28
  240,20190815,   22,   64,   22,    5,   21
  240,20190816,   44,   14,    7,   23,   25
  240,20190817,   25,   18,   12,    4,   19
  240,20190818,   14,    4,    3,    6,   17
  240,20190819,    4,   16,   13,   23,   34
  240,20190820,    0,   -1,   -1,    1,   33
  240,20190821,    0,    0,    0,    1,   26
  240,20190822,    0,    0,    0,    1,   38
  240,20190823,    0,    0,    0,    1,   37
  240,20190824,    0,    0,    0,    1,   40
  240,20190825,    0,    0,    0,    1,   41
  240,20190826,    0,    0,    0,    1,   40
  240,20190827,    2,    2,    2,   19,   38
  240,20190828,    0,   -1,   -1,    1,   24
  240,20190829,    0,    0,    0,    1,   26
  240,20190830,    0,    0,    0,    1,   30
  240,20190831,    4,   17,   11,   18,   34
  240,20190901,    0,   -1,   -1,    1,   25
  240,20190902,    7,    3,    2,   11,   28
  240,20190903,    4,    1,    1,    2,   22
  240,20190904,   33,   45,   19,   14,    9
  240,20190905,    6,   11,    5,    3,   24
  240,20190906,   28,   81,   41,   19,   15
  240,20190907,   17,   20,    9,    6,   19
  240,20190908,    0,   -1,   -1,    1,   26
  240,20190909,    0,   -1,   -1,    1,   20
  240,20190910,    0,   -1,   -1,    1,   15
  240,20190911,   79,   83,   22,   16,    5
  240,20190912,    0,    0,    0,    1,   29
  240,20190913,    5,    7,    7,    6,   26
  240,20190914,    0,    0,    0,    1,   28
  240,20190915,    9,    2,    2,   24,   24
  240,20190916,   75,   80,   21,    2,    9
  240,20190917,    0,   -1,   -1,    1,   17
  240,20190918,    0,    0,    0,    1,   18
  240,20190919,    0,    0,    0,    1,   17
  240,20190920,    0,    0,    0,    1,   25
  240,20190921,    0,    0,    0,    1,   28
  240,20190922,   16,   52,   49,   21,   24
  240,20190923,   11,    6,    4,    4,   15
  240,20190924,   49,   42,   11,   17,    8
  240,20190925,   23,   26,   21,   19,   10
  240,20190926,   66,   95,   30,   10,    4
  240,20190927,   40,   74,   36,   22,   15
  240,20190928,   19,   58,   24,   11,   14
  240,20190929,  108,  181,   37,   14,    4
  240,20190930,   59,  107,   32,    3,   12
  240,20191001,   75,  336,  136,   18,   10
  240,20191002,   27,   36,    7,   12,   14
  240,20191003,   32,   38,   21,   17,   14
  240,20191004,   71,  116,   37,    8,    4
  240,20191005,    0,    0,    0,    1,   13
  240,20191006,   80,  120,   39,   16,    4
  240,20191007,   20,   15,   13,   24,    7
  240,20191008,   47,   53,   14,    2,    8
  240,20191009,   59,  185,   40,   15,    6
  240,20191010,    4,    4,    2,    5,   13
  240,20191011,   71,   26,    9,   14,    3
  240,20191012,  178,  112,   14,   17,    5
  240,20191013,   16,   25,    9,   18,    7
  240,20191014,    5,   19,   18,   10,    5
  240,20191015,   16,    6,    2,   19,    7
  240,20191016,   90,   72,   19,   15,    7
  240,20191017,   25,    8,    4,    2,   12
  240,20191018,   12,   35,   29,   13,    8
  240,20191019,    0,   -1,   -1,    1,    9
  240,20191020,    0,   -1,   -1,    1,    6
  240,20191021,   57,   96,   54,    7,    5
  240,20191022,    5,    6,    5,   11,    5
  240,20191023,    0,   -1,   -1,    1,    8
  240,20191024,   10,   10,    6,   19,    9
  240,20191025,    2,    1,    1,    1,    9
  240,20191026,   40,   31,   11,   22,    8
  240,20191027,    8,    3,    3,    1,    8
  240,20191028,    5,    8,    7,    9,    8
  240,20191029,    0,    0,    0,    1,   11
  240,20191030,    0,    0,    0,    1,   10
  240,20191031,    0,    0,    0,    1,   10
  240,20191101,   75,   38,   18,   12,    2
  240,20191102,   49,   33,   21,   10,    7
  240,20191103,   46,   46,   19,   17,    5
  240,20191104,    3,    1,    1,    6,    5
  240,20191105,   44,   36,   24,   20,    4
  240,20191106,    6,    7,    6,   23,    6
  240,20191107,   50,   87,   32,   15,    2
  240,20191108,    0,   -1,   -1,    1,    8
  240,20191109,   51,  112,   34,   10,    3
  240,20191110,    0,    0,    0,    1,    8
  240,20191111,   63,  136,   60,   18,    1
  240,20191112,  109,  227,   57,    2,    3
  240,20191113,   43,  100,   28,    1,    3
  240,20191114,    0,   -1,   -1,    1,    3
  240,20191115,    0,    0,    0,    1,    1
  240,20191116,    0,    0,    0,    1,    3
  240,20191117,    0,    0,    0,    1,    6
  240,20191118,   79,   51,   12,    3,    1
  240,20191119,   33,   40,   10,    3,    3
  240,20191120,    0,    0,    0,    1,    6
  240,20191121,    0,    0,    0,    1,    3
  240,20191122,    3,    1,    1,    9,    5
  240,20191123,    0,    0,    0,    1,    3
