-343.81485	5.9093018
11610.083	-13.76173
1824.321	6.9826465
4182.4277	9.175663
5702.099	10.826255
7051.49	14.448045
8918.291	13.561235
9573.338	15.513106
9979.423	13.255355
10169.361	11.845756
10346.249	14.370885
11191.22	13.789036
11675.903	11.248413
11931.373	12.085521
12317.847	12.91956
12723.932	10.661809
-422.43176	4.787022
29.558208	6.743648
1798.106	5.85914
4182.424	8.894633
4182.3706	4.6791816
5695.474	4.924776
6992.4277	5.737493
7313.3633	3.762766
8387.595	3.456578
10405.019	0.03696957
12324.232	-0.0079768365
12743.453	0.5442657
-245.69748	-4.7721424
4169.1626	-3.751414
4182.163	-11.6205635
4693.0654	-12.756649
4935.409	-13.886445
6671.2915	-8.025464
7653.8315	-7.4864144
8597.037	-9.475715
9409.2	-14.553278
10110.0625	-15.412782
10830.6045	-14.024506
12625.374	-13.223447
-579.94446	-19.377884
-10.089908	-20.51535
2367.6423	-20.290005
4175.5557	-16.116892
4168.844	-28.763092
6389.4106	-25.442734
7909.1147	-21.26287
8374.158	-22.959944
8970.16	-28.313475
9566.184	-31.980825
10044.353	-31.710993
10791.128	-27.79406
11400.29	-28.370386
12258.337	-30.919752
12769.246	-31.493778
-599.64874	-23.592875
-10.1328125	-23.88771
2505.161	-23.103527
3533.5735	-20.87937
4162.427	-18.364824
4175.334	-33.540756
5629.5034	-31.888632
7096.7695	-30.517843
7778.003	-29.690706
8537.8	-31.956741
9166.57	-35.905888
9795.377	-37.044735
10522.4795	-34.813522
10823.814	-32.853367
11937.322	-35.127686
12710.216	-37.67506
-442.59012	-35.11879
1103.2968	-32.344692
2465.7847	-29.004238
3533.5056	-26.21894
4201.6562	-23.986347
4181.7695	-42.533875
5393.5776	-41.1571
7116.281	-41.478477
8203.581	-44.31424
9736.332	-44.350136
11445.935	-44.671204
12310.542	-46.377636
12742.842	-47.51188
-331.35443	-44.39539
-23.479952	-43.27848
2812.896	-32.94679
4195.0596	-27.639585
4175.105	-51.526684
4803.9614	-48.73111
6186.057	-48.763474
7397.858	-47.948765
8282.108	-50.217712
9880.3545	-50.817204
11039.761	-49.439205
12258.086	-50.591858
12834.484	-52.29154
-384.04935	-67.43863
172.73335	-66.327545
2583.231	-64.97885
3126.8953	-65.27261
4161.876	-61.64346
4174.658	-86.65544
4855.8594	-88.357574
5478.1333	-88.09112
6165.9453	-85.0159
7089.601	-79.135895
7908.421	-75.78271
8792.715	-74.6793
9624.577	-75.8229
10954.214	-80.35052
11727.09	-84.30304
12296.93	-86.56463
12781.636	-87.419075
-613.3677	-72.21077
2.3705204	-70.820045
2498.046	-67.50613
3015.52	-66.956184
3585.4033	-65.84541
4168.3726	-65.85906
4174.565	-93.96223
4901.607	-96.50852
5648.353	-94.83983
6670.2656	-88.6811
7639.7617	-83.64526
8510.959	-82.26051
9676.876	-83.974
10633.172	-86.806694
11582.91	-90.2013
12290.309	-92.18508
12781.557	-93.60173
-613.60724	-91.03979
-312.5118	-107.90865
-17.752087	-107.91555
1370.9224	-105.69984
2255.2446	-102.34818
3277.1748	-94.7843
3912.5852	-91.70785
4181.1514	-91.15208
4200.387	-123.75203
5202.5737	-123.49447
6591.2124	-124.08905
7685.1665	-118.77509
8739.8125	-114.02228
9604.48	-110.9512
10397.06	-110.68873
11314.087	-110.991234
12303.151	-112.41955
12715.775	-115.520546
-626.95795	-110.711586
-4.7303147	-114.09852
1036.7612	-113.56085
1973.4886	-109.9294
2844.7424	-104.048164
3473.6206	-99.566414
3879.7517	-98.17078
4181.058	-98.45886
4193.5615	-145.39119
5339.8423	-145.9801
6532.0425	-141.2305
7698.0884	-132.8269
8602.118	-124.97923
9512.673	-119.09892
10436.286	-116.591286
11510.525	-116.33541
12303.108	-115.79191
12676.435	-118.610954
-517.1417	-231.55713
-12.775067	-231.56894
4193.258	-169.27875
4186.346	-197.66263
5221.377	-190.09906
6249.8467	-183.37842
7487.891	-179.19196
9053.454	-174.45111
11221.622	-170.8485
12282.771	-169.74922
12708.528	-170.32126
-202.79213	-236.34201
13.418648	-232.13162
4193.2505	-169.8408
4192.732	-210.59016
5267.082	-201.62236
6282.4404	-195.7445
7487.752	-190.15213
9053.304	-186.25438
11234.565	-183.21413
12282.596	-183.5197
12695.234	-185.49658
-589.39435	-247.29314
0.100112475	-249.27414
3602.712	-249.92058
5214.0654	-249.95831
10631.098	-249.80414
12314.492	-250.68666
12799.209	-250.69801
